proposed_sku,official_name,proposed_name,brand,manufacturer,category,category_reason,volume,package,taste,carbonation,sugar,alcohol_percent,source_url,image_url,local_image_path,duplicate_status,confidence,notes,decision_reason,evidence_summary,image_match
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-500-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU газированная, 0,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,5 л",ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-500-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU негазированная, 0,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,5 л",ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-1000-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU газированная, 1 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,1 л,ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-1000-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU негазированная, 1 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,1 л,ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-1500-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU газированная, 1,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"1,5 л",ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-1500-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU негазированная, 1,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"1,5 л",ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-5000-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU газированная, 5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,5 л,ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-5000-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU негазированная, 5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,5 л,ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-19000-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU газированная, 19 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,19 л,ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,medium,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,Вода для кулеров 19 л — питьевая вода (не кег алкоголя),site cooler assortment,shared-line-image
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-19000-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU негазированная, 19 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,19 л,ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,medium,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,Вода для кулеров 19 л — питьевая вода (не кег алкоголя),site cooler assortment,shared-line-image
BAVARIA-TBAU-PREMIUM-GAZIROVANNAYA-330-GLASS,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU Premium газированная, 0,33 л, стекло",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,33 л",стекло,Premium,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,TBAU Premium объёмы с tbau.ru/catalog/tbau-premium-voda,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-TBAU-PREMIUM-NEGAZIROVANNAYA-330-GLASS,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU Premium негазированная, 0,33 л, стекло",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,33 л",стекло,Premium,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,TBAU Premium объёмы с tbau.ru/catalog/tbau-premium-voda,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-TBAU-PREMIUM-GAZIROVANNAYA-450-GLASS,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU Premium газированная, 0,45 л, стекло",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,45 л",стекло,Premium,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,TBAU Premium объёмы с tbau.ru/catalog/tbau-premium-voda,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-TBAU-PREMIUM-NEGAZIROVANNAYA-450-GLASS,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU Premium негазированная, 0,45 л, стекло",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,45 л",стекло,Premium,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,TBAU Premium объёмы с tbau.ru/catalog/tbau-premium-voda,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-TBAU-PREMIUM-GAZIROVANNAYA-500-GLASS,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU Premium газированная, 0,5 л, стекло",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,5 л",стекло,Premium,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,TBAU Premium объёмы с tbau.ru/catalog/tbau-premium-voda,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-TBAU-PREMIUM-NEGAZIROVANNAYA-500-GLASS,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU Premium негазированная, 0,5 л, стекло",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,5 л",стекло,Premium,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,TBAU Premium объёмы с tbau.ru/catalog/tbau-premium-voda,Питьевая/минеральная вода: фасовка из dry-run + карточка сайта,site/dry-run,shared-line-image
BAVARIA-AVARAL-AVARAL-450-GLASS,«Аварал»,"Вода питьевая Аварал, 0,45 л, стекло",Аварал,ГК ПД «Бавария»,Питьевая вода,СТМ горная родниковая вода (описание карточки),"0,45 л",стекло,Аварал,,,,https://www.bavaria-group.ru/beer-product/avaral,https://www.bavaria-group.ru/files/beer_items/94_1726237103.png,,new,high,,"СТМ вода Аварал, стекло 0,45; безалкогольный статус очевиден (питьевая вода)",site description + pack,exact
BAVARIA-AYVA-AYVA-STILL-500-GLASS,«Айва»,"Вода питьевая Айва негазированная, 0,5 л, стекло",Айва,ГК ПД «Бавария»,Питьевая вода,СТМ вода Premium негазированная (уточнить бренд-категорию при apply),"0,5 л",стекло,Айва,негазированная,,,https://www.bavaria-group.ru/beer-product/ajva,https://www.bavaria-group.ru/files/beer_items/93_1726236498.png,,new,medium,,"Сайт: Стекло Premium негазированная 0,5 / ПЭТ негазированная 0,5",site,shared-line-image
BAVARIA-AYVA-AYVA-STILL-500-PET,«Айва»,"Вода питьевая Айва негазированная, 0,5 л, ПЭТ",Айва,ГК ПД «Бавария»,Питьевая вода,СТМ вода Premium негазированная (уточнить бренд-категорию при apply),"0,5 л",ПЭТ,Айва,негазированная,,,https://www.bavaria-group.ru/beer-product/ajva,https://www.bavaria-group.ru/files/beer_items/93_1726236498.png,,new,medium,,"Сайт: Стекло Premium негазированная 0,5 / ПЭТ негазированная 0,5",site,shared-line-image
BAVARIA-VKUSVILL-GAZIROVANNAYA-500-PET,«ВкусВилл»,"Вода питьевая ВкусВилл газированная, 0,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,,"0,5 л",ПЭТ,ВкусВилл,газированная,,,https://www.bavaria-group.ru/beer-product/tbau,https://www.bavaria-group.ru/files/beer_items/112_1757512632.jpg,,new,medium,,"ВкусВилл Sport Lock 0,5 ПЭТ газ/негаз на карточке",site,exact
BAVARIA-VKUSVILL-NEGAZIROVANNAYA-500-PET,«ВкусВилл»,"Вода питьевая ВкусВилл негазированная, 0,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,,"0,5 л",ПЭТ,ВкусВилл,негазированная,,,https://www.bavaria-group.ru/beer-product/tbau,https://www.bavaria-group.ru/files/beer_items/112_1757512632.jpg,,new,medium,,"ВкусВилл Sport Lock 0,5 ПЭТ газ/негаз на карточке",site,exact
BAVARIA-F-SLIVA-1500-PET,Сокосодержащий напиток «Ф»,"Напиток сокосодержащий Ф Слива, 1,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,Сокосодержащий напиток; отдельной категории соков нет — газированные/другие на усмотрение; оставляем газированные как closest soft drink,"1,5 л",ПЭТ,Слива,,,,https://www.bavaria-group.ru/beer-product/sokosoderzasij-napitok-f,https://www.bavaria-group.ru/files/beer_items/59_1664459231.png,,new,high,,Сокосодержащий «Ф»: безалкогольный; вкусы/фасовки на карточке,site,shared-line-image
BAVARIA-F-MULTIFRUKT-1500-PET,Сокосодержащий напиток «Ф»,"Напиток сокосодержащий Ф Мультифрукт, 1,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,Сокосодержащий напиток; отдельной категории соков нет — газированные/другие на усмотрение; оставляем газированные как closest soft drink,"1,5 л",ПЭТ,Мультифрукт,,,,https://www.bavaria-group.ru/beer-product/sokosoderzasij-napitok-f,https://www.bavaria-group.ru/files/beer_items/59_1664459231.png,,new,high,,Сокосодержащий «Ф»: безалкогольный; вкусы/фасовки на карточке,site,shared-line-image
BAVARIA-F-MANGOSTIN-1500-PET,Сокосодержащий напиток «Ф»,"Напиток сокосодержащий Ф Мангостин, 1,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,Сокосодержащий напиток; отдельной категории соков нет — газированные/другие на усмотрение; оставляем газированные как closest soft drink,"1,5 л",ПЭТ,Мангостин,,,,https://www.bavaria-group.ru/beer-product/sokosoderzasij-napitok-f,https://www.bavaria-group.ru/files/beer_items/59_1664459231.png,,new,high,,Сокосодержащий «Ф»: безалкогольный; вкусы/фасовки на карточке,site,shared-line-image
BAVARIA-F-MULTIFRUKT-500-PET,Сокосодержащий напиток «Ф»,"Напиток сокосодержащий Ф Мультифрукт, 0,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,Сокосодержащий напиток; отдельной категории соков нет — газированные/другие на усмотрение; оставляем газированные как closest soft drink,"0,5 л",ПЭТ,Мультифрукт,,,,https://www.bavaria-group.ru/beer-product/sokosoderzasij-napitok-f,https://www.bavaria-group.ru/files/beer_items/69_1664459351.png,,new,high,,Сокосодержащий «Ф»: безалкогольный; вкусы/фасовки на карточке,site,shared-line-image
BAVARIA-F-MANGOSTIN-500-PET,Сокосодержащий напиток «Ф»,"Напиток сокосодержащий Ф Мангостин, 0,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,Сокосодержащий напиток; отдельной категории соков нет — газированные/другие на усмотрение; оставляем газированные как closest soft drink,"0,5 л",ПЭТ,Мангостин,,,,https://www.bavaria-group.ru/beer-product/sokosoderzasij-napitok-f,https://www.bavaria-group.ru/files/beer_items/69_1664459351.png,,new,high,,Сокосодержащий «Ф»: безалкогольный; вкусы/фасовки на карточке,site,shared-line-image
