proposed_sku,official_name,proposed_name,brand,manufacturer,category,volume,package,taste,carbonation,sugar,alcohol_percent,source_url,image_url,local_image_path,image_class,duplicate_status,confidence,review_status,notes,sources
BAVARIA-KAZBEK-AQUA-ZAGOLOVOK-PRODUKTA-1500-PET,Минеральная лечебно-столовая вода «Казбек-Аква»,"Вода минеральная Kazbek-Aqua, 1,5 л, ПЭТ",Kazbek-Aqua,ГК ПД «Бавария»,Минеральная вода,"1,5 л",ПЭТ,,,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta,https://www.bavaria-group.ru/files/beer_items/3_1718376836.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-kazbek-aqua-mineralnaya-lechebno-1-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-KAZBEK-AQUA-ZAGOLOVOK-PRODUKTA-500-PET,Минеральная лечебно-столовая вода «Казбек-Аква»,"Вода минеральная Kazbek-Aqua, 0,5 л, ПЭТ",Kazbek-Aqua,ГК ПД «Бавария»,Минеральная вода,"0,5 л",ПЭТ,,,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta,https://www.bavaria-group.ru/files/beer_items/3_1718376836.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-kazbek-aqua-mineralnaya-lechebno-1-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-KAZBEK-AQUA-ZAGOLOVOK-PRODUKTA-330-GLASS,Минеральная лечебно-столовая вода «Казбек-Аква»,"Вода минеральная Kazbek-Aqua, 0,33 л, стекло",Kazbek-Aqua,ГК ПД «Бавария»,Минеральная вода,"0,33 л",стекло,,,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta,https://www.bavaria-group.ru/files/beer_items/3_1718376836.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-kazbek-aqua-mineralnaya-lechebno-1-5-l-pet.jpg,exact-site,new,high,APPROVED,,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-500-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU газированная, 0,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,"0,5 л",ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,exact-site,new,high,APPROVED,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-500-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU негазированная, 0,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,"0,5 л",ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,exact-site,new,high,APPROVED,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-1000-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU газированная, 1 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,1 л,ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,exact-site,new,high,APPROVED,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-1000-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU негазированная, 1 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,1 л,ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,exact-site,new,high,APPROVED,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-1500-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU газированная, 1,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,"1,5 л",ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,exact-site,new,high,APPROVED,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-1500-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU негазированная, 1,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,"1,5 л",ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,exact-site,new,high,APPROVED,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-5000-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU газированная, 5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,5 л,ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,exact-site,new,high,APPROVED,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-5000-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU негазированная, 5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,5 л,ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,exact-site,new,high,APPROVED,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-19000-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU газированная, 19 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,19 л,ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,exact-site,new,high,APPROVED,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-19000-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU негазированная, 19 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,19 л,ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,exact-site,new,high,APPROVED,TBAU PET объёмы с tbau.ru/catalog/pet + газир./негазир. с карточки bavaria-group,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-TBAU-PREMIUM-GAZIROVANNAYA-330-GLASS,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU Premium газированная, 0,33 л, стекло",TBAU,ГК ПД «Бавария»,Питьевая вода,"0,33 л",стекло,Premium,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,exact-site,new,high,APPROVED,TBAU Premium объёмы с tbau.ru/catalog/tbau-premium-voda,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-TBAU-PREMIUM-NEGAZIROVANNAYA-330-GLASS,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU Premium негазированная, 0,33 л, стекло",TBAU,ГК ПД «Бавария»,Питьевая вода,"0,33 л",стекло,Premium,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,exact-site,new,high,APPROVED,TBAU Premium объёмы с tbau.ru/catalog/tbau-premium-voda,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-TBAU-PREMIUM-GAZIROVANNAYA-450-GLASS,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU Premium газированная, 0,45 л, стекло",TBAU,ГК ПД «Бавария»,Питьевая вода,"0,45 л",стекло,Premium,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,exact-site,new,high,APPROVED,TBAU Premium объёмы с tbau.ru/catalog/tbau-premium-voda,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-TBAU-PREMIUM-NEGAZIROVANNAYA-450-GLASS,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU Premium негазированная, 0,45 л, стекло",TBAU,ГК ПД «Бавария»,Питьевая вода,"0,45 л",стекло,Premium,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,exact-site,new,high,APPROVED,TBAU Premium объёмы с tbau.ru/catalog/tbau-premium-voda,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-TBAU-PREMIUM-GAZIROVANNAYA-500-GLASS,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU Premium газированная, 0,5 л, стекло",TBAU,ГК ПД «Бавария»,Питьевая вода,"0,5 л",стекло,Premium,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,exact-site,new,high,APPROVED,TBAU Premium объёмы с tbau.ru/catalog/tbau-premium-voda,website-dry-run; pending deeper PDF pages 17–40 audit
BAVARIA-TBAU-PREMIUM-NEGAZIROVANNAYA-500-GLASS,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU Premium негазированная, 0,5 л, стекло",TBAU,ГК ПД «Бавария»,Питьевая вода,"0,5 л",стекло,Premium,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,exact-site,new,high,APPROVED,TBAU Premium объёмы с tbau.ru/catalog/tbau-premium-voda,website-dry-run; pending deeper PDF pages 17–40 audit
