proposed_sku,official_name,proposed_name,brand,manufacturer,category,category_reason,volume,package,taste,carbonation,sugar,alcohol_percent,source_url,image_url,local_image_path,duplicate_status,confidence,notes,decision_reason,evidence_summary,image_match,pdf_page,source_site,source_pdf
BAVARIA-DOBRETSOV-HLEBNYY-450-CAN,"Квас Добрецовъ Хлебный, 0,45 л, банка","Квас Добрецовъ Хлебный, 0,45 л, банка",Добрецовъ,ГК ПД «Бавария»,Квас,"PDF p.13 consumer packs; бренд Добрецовъ; mid PET = 1,42 л","0,45 л",банка,Хлебный,,,,https://www.bavaria-group.ru/beer-product/kvas-dobretsov,,,new,high,,"PDF p.13 consumer packs; бренд Добрецовъ; mid PET = 1,42 л",pdf-image p.13,shared-line-image,13,site PET 2 / ~1.4 + can 0.45,p.13 PET 2/1.42 + CAN 0.45; variants Бочковой/Хлебный
BAVARIA-DOBRETSOV-BOCHKOVOY-2000-PET,"Квас Добрецовъ Бочковой, 2 л, ПЭТ","Квас Добрецовъ Бочковой, 2 л, ПЭТ",Добрецовъ,ГК ПД «Бавария»,Квас,"PDF p.13 consumer packs; бренд Добрецовъ; mid PET = 1,42 л",2 л,ПЭТ,Бочковой,,,,https://www.bavaria-group.ru/beer-product/kvas-dobretsov,,,new,high,,"PDF p.13 consumer packs; бренд Добрецовъ; mid PET = 1,42 л",pdf-image p.13,shared-line-image,13,site PET 2 / ~1.4 + can 0.45,p.13 PET 2/1.42 + CAN 0.45; variants Бочковой/Хлебный
BAVARIA-DOBRETSOV-BOCHKOVOY-1420-PET,"Квас Добрецовъ Бочковой, 1,42 л, ПЭТ","Квас Добрецовъ Бочковой, 1,42 л, ПЭТ",Добрецовъ,ГК ПД «Бавария»,Квас,"PDF p.13 consumer packs; бренд Добрецовъ; mid PET = 1,42 л","1,42 л",ПЭТ,Бочковой,,,,https://www.bavaria-group.ru/beer-product/kvas-dobretsov,,,new,high,,"PDF p.13 consumer packs; бренд Добрецовъ; mid PET = 1,42 л",pdf-image p.13,shared-line-image,13,site PET 2 / ~1.4 + can 0.45,p.13 PET 2/1.42 + CAN 0.45; variants Бочковой/Хлебный
BAVARIA-BAVARIYA-RETRO-YUZHNAYA-CHAYKA-450-GLASS,Сладкие газированные напитки линейки «Ретро»,"Напиток газированный Бавария Южная Чайка газированная, 0,45 л, стекло",Бавария,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,45 л",стекло,Южная Чайка,газированная,,,https://www.bavaria-group.ru/beer-product/sladkij-silnogazirovannyj-napitok-cajka,https://www.bavaria-group.ru/files/beer_items/25_1765459937.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site variant titles + packs,exact,,site,
BAVARIA-BAVARIYA-RETRO-YUZHNAYA-CHAYKA-500-PET,Сладкие газированные напитки линейки «Ретро»,"Напиток газированный Бавария Южная Чайка газированная, 0,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,5 л",ПЭТ,Южная Чайка,газированная,,,https://www.bavaria-group.ru/beer-product/sladkij-silnogazirovannyj-napitok-cajka,https://www.bavaria-group.ru/files/beer_items/25_1765459937.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site variant titles + packs,exact,,site,
BAVARIA-BAVARIYA-RETRO-RODNYE-OGONKI-450-GLASS,Сладкие газированные напитки линейки «Ретро»,"Напиток газированный Бавария Родные Огоньки газированная, 0,45 л, стекло",Бавария,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,45 л",стекло,Родные Огоньки,газированная,,,https://www.bavaria-group.ru/beer-product/sladkij-silnogazirovannyj-napitok-cajka,https://www.bavaria-group.ru/files/beer_items/25_1765459937.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site variant titles + packs,exact,,site,
BAVARIA-BAVARIYA-RETRO-RODNYE-OGONKI-500-PET,Сладкие газированные напитки линейки «Ретро»,"Напиток газированный Бавария Родные Огоньки газированная, 0,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,5 л",ПЭТ,Родные Огоньки,газированная,,,https://www.bavaria-group.ru/beer-product/sladkij-silnogazirovannyj-napitok-cajka,https://www.bavaria-group.ru/files/beer_items/25_1765459937.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site variant titles + packs,exact,,site,
BAVARIA-BAVARIYA-RETRO-ZAPOVEDNAYA-TAYGA-450-GLASS,Сладкие газированные напитки линейки «Ретро»,"Напиток газированный Бавария Заповедная Тайга газированная, 0,45 л, стекло",Бавария,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,45 л",стекло,Заповедная Тайга,газированная,,,https://www.bavaria-group.ru/beer-product/sladkij-silnogazirovannyj-napitok-cajka,https://www.bavaria-group.ru/files/beer_items/25_1765459937.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site variant titles + packs,exact,,site,
BAVARIA-BLACK-ROCKET-BLACK-ROCKET-450-CAN,«BLACK ROCKET»,"Напиток энергетический BLACK ROCKET, 0,45 л, банка",BLACK ROCKET,ГК ПД «Бавария»,Энергетические напитки,carried from site-approved,"0,45 л",банка,BLACK ROCKET,,,,https://www.bavaria-group.ru/beer-product/black-rocket,https://www.bavaria-group.ru/files/beer_items/89_1726224339.png,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,exact,,site,
BAVARIA-BLACK-ROCKET-BLACK-ROCKET-500-PET,«BLACK ROCKET»,"Напиток энергетический BLACK ROCKET, 0,5 л, ПЭТ",BLACK ROCKET,ГК ПД «Бавария»,Энергетические напитки,carried from site-approved,"0,5 л",ПЭТ,BLACK ROCKET,,,,https://www.bavaria-group.ru/beer-product/black-rocket,https://www.bavaria-group.ru/files/beer_items/90_1726224400.png,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,exact,,site,
BAVARIA-HONG-EZHEVIKA-500-PET,"Сильногазированные безалкогольные напитки ""Хонга""","Напиток газированный ХОНГÆ Ежевика газированная, 0,5 л, ПЭТ",ХОНГÆ,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,5 л",ПЭТ,Ежевика,газированная,,,https://www.bavaria-group.ru/beer-product/silnogazirovannye-bezalkogolnye-napitki-honga,https://www.bavaria-group.ru/files/beer_items/129_1775745544.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-HONG-CHERESHNYA-500-PET,"Сильногазированные безалкогольные напитки ""Хонга""","Напиток газированный ХОНГÆ Черешня газированная, 0,5 л, ПЭТ",ХОНГÆ,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,5 л",ПЭТ,Черешня,газированная,,,https://www.bavaria-group.ru/beer-product/silnogazirovannye-bezalkogolnye-napitki-honga,https://www.bavaria-group.ru/files/beer_items/129_1775745544.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-HONG-VINOGRAD-500-PET,"Сильногазированные безалкогольные напитки ""Хонга""","Напиток газированный ХОНГÆ Виноград газированная, 0,5 л, ПЭТ",ХОНГÆ,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,5 л",ПЭТ,Виноград,газированная,,,https://www.bavaria-group.ru/beer-product/silnogazirovannye-bezalkogolnye-napitki-honga,https://www.bavaria-group.ru/files/beer_items/129_1775745544.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-HONG-YABLOKO-SHELKOVITSA-500-PET,"Сильногазированные безалкогольные напитки ""Хонга""","Напиток газированный ХОНГÆ Яблоко-шелковица газированная, 0,5 л, ПЭТ",ХОНГÆ,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,5 л",ПЭТ,Яблоко-шелковица,газированная,,,https://www.bavaria-group.ru/beer-product/silnogazirovannye-bezalkogolnye-napitki-honga,https://www.bavaria-group.ru/files/beer_items/129_1775745544.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-BAVARIYA-NEW-ORANGE-500-PET,New Orange,"Напиток газированный Бавария New Orange газированная, 0,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,5 л",ПЭТ,New Orange,газированная,,,https://www.bavaria-group.ru/beer-product/new-orange,https://www.bavaria-group.ru/files/beer_items/110_1757078392.png,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,exact,,site,
BAVARIA-BAVARIYA-NEW-ORANGE-1000-PET,New Orange,"Напиток газированный Бавария New Orange газированная, 1 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,1 л,ПЭТ,New Orange,газированная,,,https://www.bavaria-group.ru/beer-product/new-orange,https://www.bavaria-group.ru/files/beer_items/110_1757078392.png,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,exact,,site,
BAVARIA-BAVARIYA-NEW-ORANGE-1500-PET,New Orange,"Напиток газированный Бавария New Orange газированная, 1,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"1,5 л",ПЭТ,New Orange,газированная,,,https://www.bavaria-group.ru/beer-product/new-orange,https://www.bavaria-group.ru/files/beer_items/110_1757078392.png,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,exact,,site,
BAVARIA-SWIPE-SWIPE-1500-PET,Сильногазированный напиток «SWIPE»,"Напиток газированный SWIPE газированная, 1,5 л, ПЭТ",SWIPE,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"1,5 л",ПЭТ,SWIPE,газированная,,,https://www.bavaria-group.ru/beer-product/swipe,https://www.bavaria-group.ru/files/beer_items/74_1718376186.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site: Стекло 0.33 л,shared-line-image,,site,p.22
BAVARIA-SWIPE-SWIPE-500-PET,Сильногазированный напиток «SWIPE»,"Напиток газированный SWIPE газированная, 0,5 л, ПЭТ",SWIPE,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,5 л",ПЭТ,SWIPE,газированная,,,https://www.bavaria-group.ru/beer-product/swipe,https://www.bavaria-group.ru/files/beer_items/74_1718376186.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site: Стекло 0.33 л,shared-line-image,,site,p.22
BAVARIA-SWIPE-SWIPE-330-GLASS,Сильногазированный напиток «SWIPE»,"Напиток газированный SWIPE газированная, 0,33 л, стекло",SWIPE,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,33 л",стекло,SWIPE,газированная,,,https://www.bavaria-group.ru/beer-product/swipe,https://www.bavaria-group.ru/files/beer_items/74_1718376186.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site: Стекло 0.33 л,shared-line-image,,site,p.22
BAVARIA-BAVARIYA-KOLA-PREMIUM-LE-1500-PET,Кола Premium LIMITED EDITION,"Напиток газированный Бавария Кола Premium LIMITED EDITION газированная, 1,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"1,5 л",ПЭТ,Кола Premium LIMITED EDITION,газированная,,,https://www.bavaria-group.ru/beer-product/kola-limited-edition,https://www.bavaria-group.ru/files/beer_items/65_1718375901.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-BAVARIYA-KOLA-PREMIUM-LE-500-PET,Кола Premium LIMITED EDITION,"Напиток газированный Бавария Кола Premium LIMITED EDITION газированная, 0,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,5 л",ПЭТ,Кола Premium LIMITED EDITION,газированная,,,https://www.bavaria-group.ru/beer-product/kola-limited-edition,https://www.bavaria-group.ru/files/beer_items/65_1718375901.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-BAVARIYA-KOLA-PREMIUM-LE-500-GLASS,Кола Premium LIMITED EDITION,"Напиток газированный Бавария Кола Premium LIMITED EDITION газированная, 0,5 л, стекло",Бавария,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,5 л",стекло,Кола Premium LIMITED EDITION,газированная,,,https://www.bavaria-group.ru/beer-product/kola-limited-edition,https://www.bavaria-group.ru/files/beer_items/65_1718375901.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-BAVARIYA-KOLA-PREMIUM-LE-330-GLASS,Кола Premium LIMITED EDITION,"Напиток газированный Бавария Кола Premium LIMITED EDITION газированная, 0,33 л, стекло",Бавария,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,33 л",стекло,Кола Premium LIMITED EDITION,газированная,,,https://www.bavaria-group.ru/beer-product/kola-limited-edition,https://www.bavaria-group.ru/files/beer_items/65_1718375901.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-BAVARIYA-KOLA-PREMIUM-LE-330-CAN,Кола Premium LIMITED EDITION,"Напиток газированный Бавария Кола Premium LIMITED EDITION газированная, 0,33 л, банка",Бавария,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,33 л",банка,Кола Premium LIMITED EDITION,газированная,,,https://www.bavaria-group.ru/beer-product/kola-limited-edition,https://www.bavaria-group.ru/files/beer_items/65_1718375901.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-BAVARIYA-KOLA-SF-1500-PET,Кола Premium SUGAR FREE,"Напиток газированный Бавария Кола Premium SUGAR FREE газированная, 1,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"1,5 л",ПЭТ,Кола Premium SUGAR FREE,газированная,без сахара,,https://www.bavaria-group.ru/beer-product/kola-premium-sugar-free,https://www.bavaria-group.ru/files/beer_items/125_1765464144.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,exact,,site,
BAVARIA-BAVARIYA-KOLA-SF-1000-PET,Кола Premium SUGAR FREE,"Напиток газированный Бавария Кола Premium SUGAR FREE газированная, 1 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,1 л,ПЭТ,Кола Premium SUGAR FREE,газированная,без сахара,,https://www.bavaria-group.ru/beer-product/kola-premium-sugar-free,https://www.bavaria-group.ru/files/beer_items/125_1765464144.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,exact,,site,
BAVARIA-BAVARIYA-KOLA-SF-500-PET,Кола Premium SUGAR FREE,"Напиток газированный Бавария Кола Premium SUGAR FREE газированная, 0,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,5 л",ПЭТ,Кола Premium SUGAR FREE,газированная,без сахара,,https://www.bavaria-group.ru/beer-product/kola-premium-sugar-free,https://www.bavaria-group.ru/files/beer_items/125_1765464144.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,exact,,site,
BAVARIA-COLALE-COLA-LE-1500-PET,«Cola Limited Edition»,"Напиток газированный Cola Limited Edition газированная, 1,5 л, ПЭТ",Cola Limited Edition,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"1,5 л",ПЭТ,Cola Limited Edition,газированная,,,https://www.bavaria-group.ru/beer-product/cola-limited-edition,,,new,medium,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site soft-drink description + packs,shared-line-image,,site,
BAVARIA-COLALE-COLA-LE-500-PET,«Cola Limited Edition»,"Напиток газированный Cola Limited Edition газированная, 0,5 л, ПЭТ",Cola Limited Edition,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,5 л",ПЭТ,Cola Limited Edition,газированная,,,https://www.bavaria-group.ru/beer-product/cola-limited-edition,,,new,medium,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site soft-drink description + packs,shared-line-image,,site,
BAVARIA-COLALE-COLA-LE-450-GLASS,«Cola Limited Edition»,"Напиток газированный Cola Limited Edition газированная, 0,45 л, стекло",Cola Limited Edition,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,45 л",стекло,Cola Limited Edition,газированная,,,https://www.bavaria-group.ru/beer-product/cola-limited-edition,,,new,medium,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site soft-drink description + packs,shared-line-image,,site,
BAVARIA-COLALE-COLA-LE-330-CAN,«Cola Limited Edition»,"Напиток газированный Cola Limited Edition газированная, 0,33 л, банка",Cola Limited Edition,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,33 л",банка,Cola Limited Edition,газированная,,,https://www.bavaria-group.ru/beer-product/cola-limited-edition,,,new,medium,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site soft-drink description + packs,shared-line-image,,site,
BAVARIA-BAVARIYA-MOHITO-KLUBNIKA-ZEMLYANIKA-450-CAN,Напиток безалкогольный сильногазированный MОХИТО,"Напиток газированный Бавария Мохито Клубника-Земляника газированная, 0,45 л, банка",Бавария,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,45 л",банка,Мохито Клубника-Земляника,газированная,,0,https://www.bavaria-group.ru/beer-product/napitok-bezalkogolnyj-silnogazirovannyj-mohito,https://www.bavaria-group.ru/files/beer_items/131_1780557583.png,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,exact,,site,
BAVARIA-BAVARIYA-MOHITO-FRESH-LIME-MINT-SVEZHI-450-CAN,Напиток безалкогольный сильногазированный MОХИТО,"Напиток газированный Бавария Мохито Fresh Lime & Mint (Свежий Лайм & Мята) газированная, 0,45 л, банка",Бавария,ГК ПД «Бавария»,Газированные напитки,carried from site-approved,"0,45 л",банка,Мохито Fresh Lime & Mint (Свежий Лайм & Мята),газированная,,0,https://www.bavaria-group.ru/beer-product/napitok-bezalkogolnyj-silnogazirovannyj-mohito,https://www.bavaria-group.ru/files/beer_items/132_1780557699.png,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,exact,,site,
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-LIMONOM-I-GOR-1000-PET,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA botanic Черный чай с лимоном и горной мятой, 1 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,carried from site-approved,1 л,ПЭТ,Черный чай с лимоном и горной мятой,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-LIMONOM-I-GORN-500-PET,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA botanic Черный чай с лимоном и горной мятой, 0,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,carried from site-approved,"0,5 л",ПЭТ,Черный чай с лимоном и горной мятой,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-LIMONOM-I-GORN-330-CAN,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA botanic Черный чай с лимоном и горной мятой, 0,33 л, банка",MOUNTEA,ГК ПД «Бавария»,Холодный чай,carried from site-approved,"0,33 л",банка,Черный чай с лимоном и горной мятой,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-MOUNTEA-ZELENYY-CHAY-S-MANGO-I-ROMAS-1000-PET,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA botanic Зеленый чай с манго и ромашкой, 1 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,carried from site-approved,1 л,ПЭТ,Зеленый чай с манго и ромашкой,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-MOUNTEA-ZELENYY-CHAY-S-MANGO-I-ROMASH-500-PET,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA botanic Зеленый чай с манго и ромашкой, 0,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,carried from site-approved,"0,5 л",ПЭТ,Зеленый чай с манго и ромашкой,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-MOUNTEA-ZELENYY-CHAY-S-MANGO-I-ROMASH-330-CAN,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA botanic Зеленый чай с манго и ромашкой, 0,33 л, банка",MOUNTEA,ГК ПД «Бавария»,Холодный чай,carried from site-approved,"0,33 л",банка,Зеленый чай с манго и ромашкой,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-MALINOY-I-GIB-1000-PET,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA botanic Черный чай с малиной и гибискусом, 1 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,carried from site-approved,1 л,ПЭТ,Черный чай с малиной и гибискусом,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-MALINOY-I-GIBI-500-PET,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA botanic Черный чай с малиной и гибискусом, 0,5 л, ПЭТ",MOUNTEA,ГК ПД «Бавария»,Холодный чай,carried from site-approved,"0,5 л",ПЭТ,Черный чай с малиной и гибискусом,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-MOUNTEA-CHERNYY-CHAY-S-MALINOY-I-GIBI-330-CAN,Линейка натуральных напитков MOUNTEA botanic,"Холодный чай MOUNTEA botanic Черный чай с малиной и гибискусом, 0,33 л, банка",MOUNTEA,ГК ПД «Бавария»,Холодный чай,carried from site-approved,"0,33 л",банка,Черный чай с малиной и гибискусом,,,,https://www.bavaria-group.ru/beer-product/linejka-naturalnyh-napitkov-mountea-botanic,https://www.bavaria-group.ru/files/beer_items/135_1783424099.jpg,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-TBAU-GORNAA-RODNIKOVAA-VODA-TBAU-5000-PET,Горная родниковая вода «ТБАУ Детская»,"Вода питьевая TBAU, 5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,5 л,ПЭТ,,,,,https://www.bavaria-group.ru/beer-product/gornaa-rodnikovaa-voda-tbau-detskaa,https://www.bavaria-group.ru/files/beer_items/30_1758714960.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-5-l-pet.png,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,p.32/37/38
BAVARIA-TBAU-GORNAA-RODNIKOVAA-VODA-TBAU-1500-PET,Горная родниковая вода «ТБАУ Детская»,"Вода питьевая TBAU, 1,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"1,5 л",ПЭТ,,,,,https://www.bavaria-group.ru/beer-product/gornaa-rodnikovaa-voda-tbau-detskaa,https://www.bavaria-group.ru/files/beer_items/30_1758714960.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-5-l-pet.png,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,p.32/37/38
BAVARIA-TBAU-GORNAA-RODNIKOVAA-VODA-TBAU-D-500-PET,Горная родниковая вода «ТБАУ Детская»,"Вода питьевая TBAU, 0,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,5 л",ПЭТ,,,,,https://www.bavaria-group.ru/beer-product/gornaa-rodnikovaa-voda-tbau-detskaa,https://www.bavaria-group.ru/files/beer_items/30_1758714960.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-5-l-pet.png,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,p.32/37/38
